省份,城市,区域,商圈,资源名称,详细地址,楼盘类型,楼栋数量,单元门数量,楼盘价格,住户数量,入住年份,广告限制,大门口媒体面数,单元内媒体数,其他媒体面数,总媒体面数
湖北省,武汉市,洪山区,光谷,光谷8号二期,洪山区光谷8号二期,,3,6.0,23000,2300,2015,,2,20,0,22
湖北省,武汉市,武昌区,中南路商圈,红鑫佳园,武昌区梅苑路32号红鑫佳园(梅苑小区地铁站A口步行70米),,4,12.0,17000,260,2007,,2,16,0,18
湖北省,武汉市,江岸区,塔子湖商圈,光明上海公馆一期（B区）,江岸区塔子湖东路华盛路98号(塔子湖地铁站D口步行490米),,9,2.0,18000,1644,2017,"APP扫码推广,不孕不育,低俗,低俗医疗,内衣内裤,女性生理期用品,房屋地产,沐足SPA,计生用品",0,10,0,10
湖北省,武汉市,武昌区,南湖,世纪名苑A区,袁家墩特1号,,16,16.0,21000,325,2014,,1,21,0,22
湖北省,武汉市,东西湖区,东西湖,吴南花园西区,东西湖区田园街171号,,82,82.0,7000,1100,1998,,0,40,0,40
湖北省,武汉市,江岸区,竹叶山商圈,盛景公馆,武汉市江岸区发展大道525号,,4,4.0,18336,720,2018,"APP扫码推广,不孕不育,低俗,低俗医疗,内衣内裤,医美整形,女性生理期用品,沐足SPA,物业,计生用品",2,4,0,6
湖北省,武汉市,洪山区,白沙洲商圈,花样年锦绣城A区,洪山区新武金堤路三桥社区东北侧约140米,,9,11.0,15000,1986,2010,,1,0,0,1
湖北省,武汉市,洪山区,白沙洲商圈,花样年锦绣城B区,洪山区新武金堤路三桥社区东北侧约140米,,9,11.0,15000,1986,2010,,1,0,0,1
湖北省,武汉市,江夏区,佛祖岭商圈,当代卡梅尔小镇,湖北省武汉市江夏区光谷大道135号,,66,36.0,12135,3300,2021,"低俗医疗,女性生理期用品,沐足SPA,计生用品",2,31,0,33
湖北省,武汉市,江岸区,武汉天地商圈,汉口滨江公馆,武汉市江岸区长春街48号,,2,4.0,37014,200,2004,"低俗,低俗医疗,女性生理期用品,沐足SPA,计生用品",2,12,0,14
湖北省,武汉市,江汉区,汉口火车站商圈,武汉天街,江汉区金家墩特1号,,4,4.0,20000,545,2015,"APP扫码推广,不孕不育,低俗,低俗医疗,内衣内裤,医疗保健,女性生理期用品,沐足SPA,计生用品",5,15,0,20
湖北省,武汉市,武昌区,楚河汉街商圈,楚天都市雅园（A区）,武昌区水果湖街中北路230号,,11,0.0,25000,1806,2016,"APP扫码推广,不孕不育,低俗,低俗医疗,女性生理期用品,房屋地产",1,24,0,25
湖北省,武汉市,汉阳区,永丰商圈,阳城汉江苑三期（南区）,汉阳区琴断口街街道阳城汉江苑二,,13,19.0,10000,3004,2017,,0,22,0,22
湖北省,武汉市,硚口区,古田商圈,长青国际,硚口区汉西三路77号,,10,18.0,11000,1246,2013,,5,36,0,41
湖北省,武汉市,汉阳区,国博商圈,保和墨水湾,湖北省武汉市汉阳区江堤中路22号,,14,14.0,13254,2137,2018,,5,28,0,33
湖北省,武汉市,武昌区,徐东商圈,优活城,武昌区徐东大街1号,,8,0.0,21000,1078,2013,,1,20,0,21
湖北省,武汉市,洪山区,南湖商圈,宝安江南村（东区）,洪山区-武梁路78号,,33,76.0,28000,598,2007,"APP扫码推广,不孕不育,低俗,低俗医疗,内衣内裤,女性生理期用品,沐足SPA,计生用品",1,48,0,49
湖北省,武汉市,江岸区,竹叶山商圈,红桥苑,江岸区红桥小路1号,,6,7.0,16000,856,2022,,4,14,2,20
湖北省,武汉市,江夏区,大花岭商圈,楚夏花园懒公馆,武汉市江夏区武昌大道,,2,4.0,8300,640,2015,"低俗,低俗医疗,内衣内裤,女性生理期用品,沐足SPA",2,0,0,2
湖北省,武汉市,武昌区,徐东,白玫瑰花苑,武昌区中北路253号,,5,5.0,21000,200,2000,,0,1,0,1
湖北省,武汉市,洪山区,马房山商圈,三鸿家园,武汉市洪山区雄楚大道270号,,13,37.0,12590,649,2003,"低俗医疗,医美整形,女性生理期用品,沐足SPA,计生用品",1,36,0,37
湖北省,武汉市,东西湖区,长青公园,长青壹号北区,东西湖区常青花园十一小区东门,,6,7.0,15000,894,2020,"APP扫码推广,不孕不育,低俗,低俗医疗,内衣内裤,医疗保健,医美整形,女性生理期用品,家政,房屋地产,房屋租赁,招租,沐足SPA,计生用品",4,7,0,11
湖北省,武汉市,东西湖区,长青公园,长青壹号南区,东西湖区常青花园十一小区东门,,6,7.0,15000,952,2020,"APP扫码推广,不孕不育,低俗,低俗医疗,内衣内裤,医疗药品,医美整形,女性生理期用品,房屋地产,房屋租赁,沐足SPA,物业,计生用品",4,7,0,11
湖北省,武汉市,洪山区,白沙洲,万象新城（2区）,洪山区烽胜路41号,,32,2.0,10000,1000,2011,,2,23,0,25
湖北省,武汉市,洪山区,珞狮南路,明泽第六区,湖北省武汉市洪山区南湖花园城明泽·第六区,,4,2.0,10375,1004,2002,,4,0,0,4
湖北省,武汉市,江岸区,百步亭花园商圈,文卉苑,江岸区安居路198号,,15,28.0,12000,3439,2010,,0,19,0,19
湖北省,武汉市,武昌区,中南,中商宿舍,武昌区武珞路1号,,1,1.0,18000,120,2005,,1,2,0,3
湖北省,武汉市,洪山区,雄楚大道,剑桥铭邸,雄楚大道299号,,5,12.0,17000,244,2004,,1,24,0,25
湖北省,武汉市,汉阳区,汉阳王家湾,尚城国际,汉阳区汉桥横路与五麟路交叉处,,6,12.0,16000,800,2023,,1,0,0,1
湖北省,武汉市,硚口区,古田商圈,中民长青里北区,硚口区古四侧路16号,,7,0.0,16000,716,2014,,1,0,0,1
湖北省,武汉市,硚口区,古田商圈,广电.江湾新城一二期,湖北省武汉市硚口区古田三路罗家墩与沿河大道交汇处(东风纪念公园旁)广电江湾新城,,52,52.0,20000,3800,2017,,3,0,0,3
湖北省,武汉市,洪山区,张家湾商圈,菁英城一期,洪山区八坦路中南管道公司边,,6,13.0,13000,1129,2020,,1,0,0,1
湖北省,武汉市,硚口区,古田商圈,江山樾,湖北省武汉市,,3,4.0,18000,620,2018,,1,0,0,1
湖北省,武汉市,洪山区,张家湾商圈,菁英城二期,洪山区草市路18号,,7,12.0,13000,1380,2020,,3,0,0,3
湖北省,武汉市,江夏区,关山,湾郡,"湖北省武汉市江夏区东湖高新区华师一附中西侧,汤逊湖北路...",,42,14.0,19000,1300,2012,,5,31,0,36
湖北省,武汉市,硚口区,古田商圈,广电.江湾新城三期,湖北省武汉市硚口区古田三路罗家墩与沿河大道交汇处(东风纪念公园旁)广电江湾新城,,52,52.0,20000,3800,2017,,2,0,0,2
湖北省,武汉市,武昌区,楚河汉街商圈,楚天都市雅园（B区）,武昌区水果湖街中北路230号,,11,0.0,25000,1806,2016,,2,16,0,18
湖北省,武汉市,洪山区,徐东商圈,东湖尚郡（B区）,洪山区欢乐大道165号,,7,21.0,36000,1650,2011,,4,22,0,26
湖北省,武汉市,洪山区,徐东商圈,东湖尚郡（C区）,洪山区欢乐大道165号,,7,21.0,36000,1650,2011,,1,30,0,31
湖北省,武汉市,武昌区,楚河汉街商圈,东湖壹号（B区）,武昌区中北路148号（省博物馆斜对面）,,4,0.0,32000,376,2015,,1,24,0,25
湖北省,武汉市,江岸区,塔子湖商圈,光明上海公馆一期（A区）,江岸区塔子湖东路华盛路98号(塔子湖地铁站D口步行490米),,9,2.0,18000,1644,2017,,2,3,0,5
湖北省,武汉市,洪山区,白沙洲商圈,佳兆业金域天下二期（B区）,洪山区白沙洲烽胜路36号,,11,17.0,16379,1935,2014,,1,32,0,33
湖北省,武汉市,洪山区,南湖商圈,南湖名都A区（二期）,洪山区富安街32号,,16,27.0,19000,1865,2009,,2,26,0,28
湖北省,武汉市,洪山区,白沙洲,万象新城（4区）,洪山区烽胜路41号,,32,2.0,10000,1000,2011,,0,41,0,41
湖北省,武汉市,汉阳区,永安堂商圈,阳城汉江苑三期（北区）,汉阳区琴断口街街道阳城汉江苑二,,13,19.0,10000,3004,2017,,0,18,0,18
湖北省,武汉市,洪山区,软件园商圈,中谷苑南区（B区）,武汉市洪山区龙城路7号,,19,45.0,13090,603,2006,,0,13,0,13
湖北省,武汉市,青山区,和平公园商圈,公园家（B区）,青山区随州街20号,,17,17.0,15000,578,2003,,1,24,0,25
湖北省,武汉市,青山区,和平公园商圈,公园家（C区）,青山区随州街20号,,17,0.0,15000,578,2003,,0,26,0,26
湖北省,武汉市,汉阳区,四新商圈,绿地中央广场D区,汉阳区-江城大道366号,,5,5.0,16000,1237,2014,"APP扫码推广,不孕不育,低俗,低俗医疗,内衣内裤,医疗保健,女性生理期用品,沐足SPA,计生用品",9,27,0,36
湖北省,武汉市,武昌区,中南,阳光年华,武昌区中南路57号,,6,6.0,21000,624,2006,,2,12,0,14
湖北省,武汉市,汉阳区,四新商圈,绿地中央广场C区,汉阳区-四新南路,,3,34.0,13000,965,2014,"APP扫码推广,不孕不育,低俗,低俗医疗,内衣内裤,医疗保健,女性生理期用品,家政,沐足SPA",6,12,0,18
湖北省,武汉市,汉阳区,四新商圈,观澜御苑,武汉市沌口开发区芳草路,,16,20.0,11000,1446,2013,"低俗,低俗医疗,内衣内裤,沐足SPA",5,54,0,59
湖北省,武汉市,汉阳区,四新商圈,观澜御苑学苑,武汉市沌口开发区芳草路,,4,4.0,10105,580,2011,"低俗,医疗保健,女性生理期用品,沐足SPA,计生用品",2,8,0,10
湖北省,武汉市,江岸区,百步亭花园,百步龙庭,江岸区百步亭花园路158号,,22,40.0,16000,1437,2006,,3,79,0,82
湖北省,武汉市,硚口区,建设大道,军院小区,硚口区汉宜路46号军院小区,,13,26.0,13000,400,2004,,2,0,0,2
湖北省,武汉市,洪山区,光谷,洪福家园,洪山区雄楚大街938号,,6,16.0,25000,732,2000,,1,32,0,33
湖北省,武汉市,洪山区,白沙洲,万象新城（3区）,洪山区烽胜路41号,,32,2.0,10000,1000,2011,,2,27,0,29
湖北省,武汉市,洪山区,白沙洲,万象新城（5区）,洪山区烽胜路41号,,32,2.0,10000,1000,2011,,3,20,0,23
湖北省,武汉市,洪山区,南湖商圈,宝安江南村（西区）,洪山区-武梁路78号,,33,76.0,28000,598,2007,,2,26,0,28
湖北省,武汉市,江岸区,百步亭花园,幸福时代大家K3,江岸区新十路与新盛路交叉口西南140米,,5,8.0,14000,772,2023,"APP扫码推广,不孕不育,低俗,低俗医疗,内衣内裤,医疗保健,女性生理期用品,房屋地产,房屋租赁,沐足SPA,物业,计生用品",0,0,2,2
湖北省,武汉市,江岸区,解放公园商圈,名雅居,江岸区解放公园路57号,,4,3.0,31000,265,2005,"不孕不育,低俗,低俗医疗,内衣内裤,女性生理期用品,沐足SPA",1,12,0,13
湖北省,武汉市,汉阳区,钟家村商圈,世贸天胤二期,武汉市汉阳区滨江大道194号,,4,4.0,18043,816,2024,"低俗医疗,内衣内裤,医疗保健,女性生理期用品,沐足SPA",3,0,0,3
湖北省,武汉市,洪山区,南湖,阳光上城,武汉市洪山区阳光上城,,2,6.0,19800,364,2015,,2,15,0,17
湖北省,武汉市,洪山区,街道口商圈,蓝天名苑,洪山区卓刀泉地铁路口400米,,8,8.0,20000,374,2010,,3,24,0,27
湖北省,武汉市,江岸区,百步亭商圈,景兰苑,江岸区百步亭花园18号,,29,73.0,12000,3213,2008,"APP扫码推广,不孕不育,低俗,低俗医疗,内衣内裤,医疗保健,医院,女性生理期用品,房屋地产,房屋租赁,沐足SPA,物业,计生用品",3,152,0,155
湖北省,武汉市,汉阳区,四新商圈,华发未来荟一期,汉阳区江堤街街道江城大道四新南路,,8,9.0,16000,1399,2019,"APP扫码推广,不孕不育,低俗,低俗医疗,内衣内裤,女性生理期用品,房屋地产,房屋租赁,沐足SPA,物业,计生用品",4,0,0,4
湖北省,武汉市,汉阳区,四新商圈,华发未来荟二期,汉阳区江城大道辅路与梅林五街交叉口南140米,,2,4.0,17000,638,2019,"APP扫码推广,不孕不育,中介,低俗,低俗医疗,内衣内裤,女性生理期用品,房屋地产,房屋租赁,沐足SPA,计生用品",2,0,0,2
湖北省,武汉市,江岸区,塔子湖商圈,石桥花园C区,江岸区兴业路80号,,2,3.0,15000,401,2015,,1,5,0,6
湖北省,武汉市,江夏区,佛祖岭商圈,藏龙锦东三期,武汉市东湖高新技术开发区富士康西路,,6,0.0,10600,366,2018,"低俗医疗,内衣内裤,医疗保健,医美整形,女性生理期用品,沐足SPA,计生用品",3,12,0,15
湖北省,武汉市,洪山区,大悦城商圈,光谷满庭春,武汉市东湖高新技术开发区高新二路,,20,37.0,14000,2407,2016,"低俗,低俗医疗,内衣内裤,医疗保健,女性生理期用品,沐足SPA",5,62,0,67
湖北省,武汉市,汉阳区,王家湾商圈,国信新城二三期（2期）,武汉市汉阳区琴台大道,,22,45.0,10903,1500,2003,"APP扫码推广,不孕不育,低俗,低俗医疗,内衣内裤,女性生理期用品,沐足SPA",2,15,0,17
湖北省,武汉市,青山区,青山,吾行里,青山区和平大道南吾行里,,4,4.0,11000,1126,2017,,0,14,0,14
湖北省,武汉市,洪山区,卓刀泉商圈,东湖公馆,洪山区绿茵路与广卓路交叉口东北80米,,1,2.0,20000,150,2006,,1,4,0,5
湖北省,武汉市,武昌区,东湖商圈,复地东湖国际七期,武汉市武昌区复地东湖国际,,8,3.0,34000,1306,2017,"APP扫码推广,不孕不育,低俗,低俗医疗,内衣内裤,女性生理期用品,房屋租赁,沐足SPA,计生用品",2,16,0,18
湖北省,武汉市,硚口区,古田商圈,广电兰亭荣荟锦园,硚口区丰泽路20号,,3,6.0,17000,576,2018,"APP扫码推广,不孕不育,低俗,低俗医疗,内衣内裤,医疗保健,女性生理期用品,沐足SPA,计生用品",2,0,0,2
湖北省,武汉市,东西湖区,常青花园商圈,恋湖家园,武汉市东西湖区金银湖南街,,1,2.0,10100,260,2012,"低俗,低俗医疗,内衣内裤,女性生理期用品,沐足SPA",0,4,0,4
湖北省,武汉市,江汉区,长港路,福星华府K1,江汉区新湾路7号,,2,4.0,15000,334,2017,,1,0,0,1
湖北省,武汉市,武昌区,积玉桥商圈,武昌公安分局住宅小区,武汉市武昌区公平路14号,,6,18.0,15700,300,2002,"低俗,低俗医疗,内衣内裤,女性生理期用品,沐足SPA",1,0,0,1
湖北省,武汉市,武昌区,南湖商圈,中央花园,瑞安街84号,,43,5.0,24000,1976,1999,"APP扫码推广,不孕不育,低俗,低俗医疗,内衣内裤,女性生理期用品,房屋地产,沐足SPA,计生用品",0,1,0,1
湖北省,武汉市,江夏区,纸坊商圈,百步亭江南郡（西区）,江夏区江夏大道69号,,36,69.0,10000,2268,2019,"APP扫码推广,不孕不育,低俗,低俗医疗,内衣内裤,医疗保健,女性生理期用品,房屋地产,房屋租赁,招租,沐足SPA,物业,计生用品",3,20,0,23
湖北省,武汉市,洪山区,青山,东方花园,洪山区友谊大道工业四路,,46,21.0,10700,307,1998,,2,21,0,23
湖北省,武汉市,洪山区,青山,东方红花园,洪山区友谊大道边钢花新村对面,,8,23.0,9091,400,2004,,1,23,0,24
湖北省,武汉市,武昌区,徐东商圈,美林青城,武汉市武昌区纺机路20号,,40,91.0,17591,2816,2007,"低俗医疗,女性生理期用品,沐足SPA",0,22,0,22
湖北省,武汉市,汉阳区,四新商圈,和昌都汇华府,汉阳区江城大道368号,,6,8.0,12000,994,2015,"APP扫码推广,不孕不育,低俗,低俗医疗,女性生理期用品,沐足SPA",7,26,0,33
湖北省,武汉市,硚口区,硚口山姆,南国大武汉,硚口区汉西一路,,3,3.0,13000,10000,2014,,0,3,0,3
湖北省,武汉市,江岸区,后湖商圈,美联时光里二期,武汉市江岸区美联·时光里-二期,,3,6.0,22000,1164,2016,,3,19,0,22
湖北省,武汉市,汉阳区,五里墩商圈,丽湖花园二期,汉阳区马沧湖路228,,7,7.0,9500,100,2001,,1,0,0,1
湖北省,武汉市,洪山区,黎园商圈,正堂山外山,洪山区欢乐大道9号,,5,1.0,23000,788,2017,"APP扫码推广,不孕不育,低俗,低俗医疗,内衣内裤,医疗保健,女性生理期用品,沐足SPA,计生用品",3,14,0,17
湖北省,武汉市,武昌区,南湖,静安上城,武昌区南湖静安路8号,,9,9.0,18000,989,2010,,2,0,0,2
湖北省,武汉市,洪山区,白沙洲,清江锦城·玺园,洪山区白沙洲烽胜路55号,,9,16.0,13519,2246,2016,,2,32,0,34
湖北省,武汉市,江夏区,纸坊商圈,百步亭江南郡（东区）,江夏区江夏大道69号,,36,69.0,10000,2268,2019,,0,22,0,22
湖北省,武汉市,汉阳区,王家湾商圈,国信新城二三期（3期）,武汉市汉阳区琴台大道,,22,45.0,10903,1500,2003,,0,33,0,33
湖北省,武汉市,硚口区,古田,电建澋悦苑,武汉市硚口区解放大道南古田路与古画路交汇处(万嘉广场附近),,9,7.0,10000,2084,2017,,4,0,0,4
湖北省,武汉市,硚口区,古田商圈,中民长青里南区,硚口区古四侧路16号,,7,0.0,16000,716,2014,,1,0,0,1
湖北省,武汉市,武昌区,白沙洲商圈,观澜天地,武汉市武昌区武泰闸长江路29号,,7,7.0,8100,1228,2015,"低俗医疗,医疗保健,女性生理期用品,沐足SPA",3,15,0,18
湖北省,武汉市,青山区,,玲珑汇,武汉市青山区友谊大道948号,,3,3.0,13802,420,2013,"低俗医疗,内衣内裤,女性生理期用品,沐足SPA",1,12,0,13
湖北省,武汉市,江夏区,庙山商圈,天祥尚府,湖北省武汉市江夏区,,50,20.0,16000,2300,2016,,2,0,0,2
湖北省,武汉市,东西湖区,金银湖,东兴华庭,东西湖区汀香北路与二号路交叉口西80米,,4,5.0,10000,534,2023,,2,0,0,2
湖北省,武汉市,江岸区,后湖商圈,红跃星城,江岸区正义二路与金桥大道交叉口东140米,,1,1.0,15000,204,2008,,1,1,0,2
湖北省,武汉市,汉阳区,王家湾商圈,国信新城二三期（3期）,武汉市汉阳区琴台大道,,22,45.0,10903,1500,2003,"APP扫码推广,不孕不育,低俗,低俗医疗,内衣内裤,女性生理期用品,沐足SPA",2,0,0,2
湖北省,武汉市,武昌区,紫阳,地铁复兴城,武昌区解放路与张之洞路交叉口东南180米,,9,12.0,27000,1878,2013,,3,26,0,29
湖北省,武汉市,汉阳区,王家湾商圈,芳草园,汉阳大道与百灵路交汇处,,10,30.0,8565,10000,2000,,2,32,0,34
湖北省,武汉市,武昌区,,长江紫都四期,武金堤东路与堤东街交汇处,,7,7.0,14532,884,2014,,2,0,0,2
湖北省,武汉市,武昌区,粮道街,顶秀嘉园,武昌区粮道街2号(司门口黄鹤楼地铁站B口步行150米),,1,3.0,20000,246,2001,,1,6,0,7
湖北省,武汉市,江汉区,汉口火车站商圈,东方现代花园,武汉市江汉区发展大道707,,5,15.0,9800,266,2004,"低俗医疗,内衣内裤,沐足SPA,计生用品",1,0,0,1
湖北省,武汉市,汉阳区,汉阳,汇福苑B区,汉阳七里二村,,5,5.0,7665,307,2008,,1,0,0,1
湖北省,武汉市,江岸区,百步亭花园,丹水嘉苑,江岸区百步亭48号,,4,7.0,15000,865,2018,,3,0,0,3
湖北省,武汉市,洪山区,光谷,光谷8号独6栋,光谷大道与珞喻路东路交叉口,,1,1.0,17606,800,2015,,0,11,0,11
湖北省,武汉市,武昌区,白沙洲商圈,清江锦城•沁园,白沙四路59号,,15,15.0,13366,2000,2022,,3,30,0,33
湖北省,武汉市,武昌区,水果湖,复地东湖国际三期,武汉市武昌区复地东湖国际-三期(珑园),,15,6.0,42000,968,2014,,6,7,0,13
湖北省,武汉市,汉阳区,四新商圈,国博新城•翘楚居,汉阳区国博新城,,7,7.0,12000,1100,2015,,3,21,0,24
湖北省,武汉市,汉阳区,四新商圈,国博新城•香涛居,汉阳区国博新城,,5,5.0,12000,1000,2011,,0,5,0,5
湖北省,武汉市,洪山区,青山,徐东朗苑,纺机路18号,,3,5.0,10700,252,2005,,0,10,0,10
湖北省,武汉市,汉阳区,四新商圈,国博新城•碧园居,汉阳区国博新城,,7,7.0,12000,1299,2018,,4,9,0,13
湖北省,武汉市,汉阳区,四新商圈,国博新城•泊雅居,汉阳区国博新城,,7,7.0,12000,1220,2018,,4,14,0,18
湖北省,武汉市,江岸区,百步亭商圈,百步雅庭,江岸区安居路156-158附近,,24,24.0,16000,1190,2007,,3,117,0,120
湖北省,武汉市,江岸区,塔子湖,凯旋名苑,江岸区金桥大道111号,,19,4.0,13000,250,2009,,1,4,0,5
湖北省,武汉市,汉阳区,四新商圈,凤凰小城,汉阳区梅林西路13426号,,5,5.0,12000,640,2011,,3,6,0,9
湖北省,武汉市,洪山区,南湖,武昌府二期,文治街与文昌路交汇处,,11,11.0,17843,1488,2015,,0,2,0,2
湖北省,武汉市,江岸区,百步亭,悦秀苑,江岸区安居路,,17,41.0,12000,2244,2009,,3,82,0,85
湖北省,武汉市,江岸区,后湖,兴业国际,江岸区兴业路171号,,2,3.0,16889,408,2016,,2,6,0,8
湖北省,武汉市,汉阳区,七里庙商圈,垦鑫花园,汉阳区墨水湖北路248号,,2,2.0,13892,208,2013,,2,6,0,8
湖北省,武汉市,武昌区,东湖商圈,珞珈山花园,武昌区珞清路与八一路辅路交叉口北260米,,1,2.0,21000,125,2000,,0,6,0,6
湖北省,武汉市,硚口区,,华鼎丽都国际,硚口区汉西三路71号,,8,8.0,12000,1486,2015,,2,0,0,2
湖北省,武汉市,洪山区,光谷商圈,阳光在线一期,武汉市洪山区雄楚大道998号,,12,12.0,12847,420,2009,"低俗医疗,沐足SPA",0,35,0,35
湖北省,武汉市,硚口区,古田商圈,紫薇花园,武汉硚口区古田四路9号,,18,46.0,14617,821,2004,"低俗医疗,内衣内裤,医疗保健,女性生理期用品,沐足SPA,计生用品",0,51,0,51
湖北省,武汉市,汉阳区,四新商圈,太子尚品,芳草五街,,16,16.0,8744,2014,2004,,0,46,0,46
湖北省,武汉市,江岸区,后湖商圈,鼎盛华城,兴业路167号,,14,30.0,17762,1185,2016,,4,61,0,65
湖北省,武汉市,江岸区,竹叶山,园丰村,发展大道蔡家田北区,,12,12.0,10300,120,1991,,1,11,0,12
湖北省,武汉市,青山区,青山,天伦107公馆,工业三路与随州街交汇处,,2,4.0,14470,130,2013,,0,8,0,8
湖北省,武汉市,江岸区,后湖,尚都一品尚墅,江岸区后湖大道体育西路(塔子湖体育中心旁),,16,16.0,17000,48,2007,,2,0,0,2
湖北省,武汉市,硚口区,硚口,航发大厦,硚口区利济东街,,1,1.0,14700,144,1999,,0,1,0,1
湖北省,武汉市,江岸区,后湖商圈,尚都一品,江岸区后湖大道体育西路(塔子湖体育中心旁),,6,7.0,15000,812,2006,,2,14,0,16
湖北省,武汉市,东西湖区,,晨龙城BD区,武汉市东西湖区将军湖街道将军一路,,15,15.0,14600,810,2006,"低俗医疗,女性生理期用品,沐足SPA",0,46,0,46
湖北省,武汉市,江岸区,百步亭,百步华庭,江岸区百步亭花园路201号,,29,79.0,15000,1336,1998,,4,104,0,108
湖北省,武汉市,东西湖区,东西湖,长源假日港湾,新桥四路,,5,5.0,18500,384,2026,,4,0,0,4
湖北省,武汉市,江岸区,百步亭,百步亭世博园,江岸区百步亭花园路168号,,28,69.0,20000,1068,2012,,4,108,0,112
湖北省,武汉市,洪山区,,九州国际,友谊大道与建设一路交汇处,,1,2.0,13782,624,2009,,2,0,0,2
湖北省,武汉市,硚口区,古田商圈,汉口人家,硚口区解放大道49号(古田二路地铁站C口步行460米),,27,73.0,10000,855,2007,,2,70,0,72
湖北省,武汉市,洪山区,丁字桥,保利中央公馆,洪山区丁字桥南路558号,,16,29.0,16000,4691,2016,"APP扫码推广,不孕不育,低俗,低俗医疗,内衣内裤,女性生理期用品,沐足SPA,计生用品",3,0,0,3
湖北省,武汉市,江夏区,藏龙岛,阳光100上东坊三期,江夏区东华路与熊廷弼街交叉口西北160米,,5,11.0,10000,589,2022,,3,22,0,25
湖北省,武汉市,硚口区,硚口,宝丰公寓,京汉大道331号,,5,5.0,23317,150,1996,,1,5,0,6
湖北省,武汉市,硚口区,古田,宇济红瓦苑,硚口区解放大道73号(古田二路地铁站C口步行270米),,7,5.0,10000,241,2005,,0,13,0,13
湖北省,武汉市,硚口区,硚口,常码头鑫城汇,汉西路79号,,6,6.0,15358,2000,2018,,11,0,0,11
湖北省,武汉市,洪山区,张家湾商圈,关东街南湖社区,龙城路583号,,223,223.0,8000,2000,1996,,0,160,0,160
湖北省,武汉市,江岸区,三眼桥,红桥里,江岸区花桥街道三眼桥北路177号,,1,1.0,16000,168,2023,,3,3,0,6
湖北省,武汉市,武昌区,水果湖,东湖国际8.2期,武昌区兴国南路24号,,4,4.0,30000,64,2020,,0,1,0,1
湖北省,武汉市,江岸区,塔子湖,汉口城市广场三期,武汉市江岸区汉口城市广场-3期,,13,24.0,25000,1636,2015,,1,0,0,1
湖北省,武汉市,江岸区,百步亭商圈,幸福时代三期,江岸区新益街135号(百步亭花园路地铁站D口步行390米),,6,11.0,17000,1378,2015,"不孕不育,低俗,低俗医疗,女性生理期用品,房屋租赁,沐足SPA,物业,计生用品",9,22,0,31
湖北省,武汉市,江岸区,宝岛公园,中奇香港花园,西马路293号,,2,5.0,16450,200,2025,,0,10,0,10
湖北省,武汉市,硚口区,宗关,左岸美邻,硚口区简易路30号(汉西一路地铁站A口步行280米),,5,6.0,16000,522,2008,,3,0,0,3
湖北省,武汉市,汉阳区,四新,和昌森林湖,汉阳区芳草西路76号,,19,28.0,18000,1372,2015,"APP扫码推广,不孕不育,低俗,低俗医疗,内衣内裤,女性生理期用品,沐足SPA,贷款",3,0,0,3
湖北省,武汉市,江岸区,后湖商圈,汉口城市广场五期,武汉市江岸区汉口城市广场-5期,,7,11.0,19000,1052,2017,,1,0,0,1
湖北省,武汉市,洪山区,东湖高新,津发小区,江夏区济世路与中原大道交叉口南300米,,17,39.0,17000,1491,2010,,5,78,0,83
湖北省,武汉市,洪山区,光谷,金鑫国际,洪山区东湖高新光谷大道19号(光谷大道与高新大道交汇处),,5,8.0,18000,1250,2017,"APP扫码推广,不孕不育,低俗,低俗医疗,内衣内裤,女性生理期用品,沐足SPA,计生用品",4,24,0,28
湖北省,武汉市,洪山区,洪山广场,红岭大厦,洪山广场旁民主路体育馆附近,,2,2.0,14700,180,2014,,1,0,0,1
湖北省,武汉市,洪山区,徐东商圈,江南花园,洪山区友谊大道532号,,3,11.0,13000,650,2009,,2,22,0,24
湖北省,武汉市,硚口区,古田,天泽一方,古田四路199号,,9,9.0,10040,1170,2007,,2,18,0,20
湖北省,武汉市,武昌区,小东门,鸿玺公馆,武昌区星海路特1号,,2,2.0,16500,604,2016,,0,2,0,2
湖北省,武汉市,江岸区,塔子湖,梦湖华苑,塔子湖华盛路102号,,10,10.0,13957,856,2013,,4,10,0,14
湖北省,武汉市,江汉区,唐家墩,馨兰花苑,江汉区三眼桥北路29附4号(三眼桥地铁站A口步行450米),,1,3.0,12000,50,2004,,0,6,0,6
湖北省,武汉市,汉阳区,,弘阳印月府,湖北省武汉市汉阳区,,17,29.0,16000,4035,2017,,3,0,0,3
湖北省,武汉市,武昌区,东湖,秀水公寓,东湖路138号,,1,1.0,20000,100,2006,,1,0,0,1
河南省,郑州市,金水区,姚砦·聂庄商圈,未来花园,未来花园,,10,10.0,17000,816,2010,,4,20,0,24
河南省,郑州市,金水区,东风东路商圈,老街绿地郑东新苑二期,郑州市金水区天赋路28号,,25,25.0,23336,830,2007,,0,2,0,2
河南省,郑州市,管城回族区,南五里堡商圈,博瑞盛和苑,郑州市管城回族区通站路118号,,6,6.0,9734,613,2018,,2,0,0,2
河南省,郑州市,管城回族区,南五里堡商圈,永恒理想名苑,郑州市管城回族区航海东路491号,,3,3.0,13752,951,2017,,4,0,0,4
河南省,郑州市,二七区,绿城广场商圈,中投汇金城,建设东路49号,,6,6.0,12000,980,2010,,4,62,0,66
