序号,行政区域,商圈,社区名称,楼盘性质,社区地址,媒体数量,媒体位置,道闸画面尺寸,灯箱显示画面尺寸,楼盘均价,交房时间,楼盘户数,楼盘居住总人数,日人流量,车位数,日车流量,禁忌行业
770,天河区,金融城,珠光·金融城壹号,高端楼盘,天河区黄埔大道东742号,1,出口1,750*2400,443*1003,110000.0,2024,650,2800,4200,1000,6000,限制地产
771,天河区,金融城,珠光·金融城壹号,高端楼盘,天河区黄埔大道东742号,1,出口2,750*2400,443*1003,110000.0,2024,650,2800,4200,1000,6000,限制地产
772,天河区,金融城,珠光·金融城壹号,高端楼盘,天河区黄埔大道东742号,1,对开进口1,830*2306,440*920,110000.0,2024,650,2800,4200,1000,6000,限制地产
773,天河区,金融城,珠光·金融城壹号,高端楼盘,天河区黄埔大道东742号,1,对开进口2,830*2306,440*920,110000.0,2024,650,2800,4200,1000,6000,限制地产
774,天河区,金融城商圈,城际广场,高档写字楼,天河区黄埔大道中672号,1,对开进口1,830*2224,440*920,,2023,1500,6000,10500,2000,8000,没有限制
775,天河区,金融城商圈,城际广场,高档写字楼,天河区黄埔大道中672号,1,对开进口2,830*2224,440*920,,2023,1500,6000,10500,2000,8000,没有限制
776,天河区,金融城商圈,城际广场,高档写字楼,天河区黄埔大道中672号,1,对开进口,830*2790,440*920,,2023,1500,6000,10500,2000,8000,没有限制
777,天河区,金融城商圈,城际广场,高档写字楼,天河区黄埔大道中672号,1,对开出口,830*2790,440*920,,2023,1500,6000,10500,2000,8000,没有限制
778,天河区,金融城商圈,城际广场,高档写字楼,天河区黄埔大道中672号,1,混进混出,830*3700,440*920,,2023,1500,6000,10500,2000,8000,没有限制
779,天河区,龙洞商圈,沙东新村（别墅区）,别墅、洋房,天河区华美路66号,1,出口,830*3126,480*845,30000.0,2000,1350,5400,8100,1000,5000,没有限制
780,天河区,龙洞商圈,沙东新村（别墅区）,别墅、洋房,天河区华美路66号,1,进口,830*3126,480*845,30000.0,2000,1350,5400,8100,1000,5000,没有限制
781,天河区,龙洞商圈,沙东新村（洋房区）,别墅、洋房,天河区华美路66号,1,出口,830*3126,480*845,30000.0,2000,1350,5400,8100,1000,5000,没有限制
782,天河区,龙洞商圈,沙东新村（洋房区）,别墅、洋房,天河区华美路66号,1,进口,830*2790,480*845,30000.0,2000,1350,5400,8100,1000,5000,没有限制
783,天河区,赛马场商圈,华江花园,高档住宅,天河区黄埔大道中103号,1,进口,830*3290,480*845,55000.0,2001,860,3440,5160,650,3250,没有限制
784,天河区,赛马场商圈,华江花园,高档住宅,天河区黄埔大道中103号,1,出口,830*3290,480*845,55000.0,2001,860,3440,5160,650,3250,没有限制
785,天河区,赛马场商圈,乐雅苑,住宅,黄埔大道中280号,1,出口,830*3637,480*845,53000.0,1997,420,1680,2520,280,1400,没有限制
786,天河区,赛马场商圈,乐雅苑,住宅,黄埔大道中280号,1,进口,830*3637,480*845,53000.0,1997,420,1680,2520,280,1400,没有限制
787,天河区,沙太南路商圈,天虹小区,高档住宅,天河区沙太南路,1,进口,830*2880,480*845,38000.0,2010,550,2200,3300,400,2000,没有限制
788,天河区,沙太南路商圈,天虹小区,高档住宅,天河区沙太南路,1,出口,830*3126,480*845,38000.0,2010,550,2200,3300,400,2000,没有限制
789,天河区,石牌商圈,合生·暨南花园,住宅,天河区黄埔大道陶育路137号,1,混进混出,830*3208,440*920,65000.0,1997,1900,7600,11500,900,6000,限制地产
790,天河区,石牌商圈,合生·暨南花园,住宅,天河区黄埔大道陶育路137号,1,混进混出,830*3536,440*920,65000.0,1997,1900,7600,11500,900,6000,限制地产
791,天河区,石牌商圈,君紫花园,住宅,天河区黄埔大道陶育路1号,1,混进混出,750*3000,443*1003,60000.0,1995,700,3000,4200,350,2800,没有限制
792,天河区,石牌商圈,汇源电脑城,写字楼、专业市场,天河区石牌西路1楼,1,出口,750*2400,440*920,,/,900,3600,4500,700,3500,没有限制
793,天河区,石牌商圈,汇源电脑城,写字楼、专业市场,天河区石牌西路1楼,1,进口,750*2800,440*920,,/,900,3600,4500,700,3500,没有限制
794,天河区,棠下商圈,鼎富时代广场（棠东地铁口）,商业综合体,天河区棠东地铁口,1,出口,750*2800,440*920,,/,1500,7500,9000,1000,7000,没有限制
795,天河区,棠下商圈,鼎富时代广场（棠东地铁口）,商业综合体,天河区棠东地铁口,1,进口,750*2800,440*920,,/,1500,7500,9000,1000,7000,没有限制
796,天河区,棠下商圈,鼎富时代广场（棠东地铁口）,商业综合体,天河区棠东地铁口,1,进口,750*2800,440*920,,/,1500,7500,9000,1000,7000,没有限制
797,天河区,棠下商圈,东缘公寓,商住楼,天河区棠东官育路自编24、26号,1,混进混出,750*2800,440*920,,/,380,1600,2300,360,1900,没有限制
798,天河区,棠下商圈,金迅大厦,综合商业,天河区中山大道西258号,1,出口,830*3782,710*1010,,/,450,1800,2700,250,1000,没有限制
799,天河区,棠下商圈,金迅大厦,综合商业,天河区中山大道西258号,1,进口,830*3782,710*1010,,/,450,1800,2700,250,1000,没有限制
800,天河区,棠下商圈,科悦商务中心,商务楼,天河区棠东官育路6-12号科悦商务中心,1,混进混出,830*3700,440*920,,/,800,3200,4000,500,2500,没有限制
801,天河区,棠下商圈,顺景苑,住宅,中山大道棠东东南路8号,1,混进混出,750*3000,440*920,25000.0,1998,350,1500,2100,250,1800,没有限制
802,天河区,棠下商圈,棠下边防小区,高档住宅,天河区棠下大片路41号,1,出口,830*3044,480*845,40000.0,2000,520,2080,3120,350,1750,没有限制
803,天河区,棠下商圈,棠下边防小区,高档住宅,天河区棠下大片路41号,1,进口,830*3044,480*845,40000.0,2000,520,2080,3120,350,1750,没有限制
804,天河区,棠下商圈,棠悦花园,高档住宅,天河区棠德南路345号,1,混进混出,830*3290,480*845,40000.0,2015,8500,34000,51000,5000,25000,没有限制
805,天河区,棠下商圈,天辉商业大厦,写字楼、综合商业,天河区棠下二社涌边路69号,1,进口1,750*2800,440*920,,/,800,3200,4000,600,3600,没有限制
806,天河区,棠下商圈,天辉商业大厦,写字楼、综合商业,天河区棠下二社涌边路71号,1,出口,750*2800,440*920,,/,800,3200,4000,600,3600,没有限制
807,天河区,棠下商圈,天辉商业大厦,写字楼、综合商业,天河区棠下二社涌边路70号,1,进口2,750*2800,440*920,,/,800,3200,4000,600,3600,没有限制
808,天河区,体育中心商圈,华瀚大厦,住宅、综合商业,天河区天河直街30-1号,1,混进混出,750*2400,560*1125,60000.0,2004,350,1400,2100,150,750,没有限制
809,天河区,体育中心商圈,石牌大院,大型住宅,天河区天河路126号,1,混进混出,830*3700,480*845,50000.0,1996,500,2000,3000,300,1500,没有限制
810,天河区,体育中心商圈,天河边防大院,住宅,天河区天河路124号,1,出口,830*2790,480*845,58000.0,1998,480,1920,2880,300,1500,没有限制
811,天河区,体育中心商圈,天河边防大院,住宅,天河区天河路124号,1,进口,830*2790,440*920,58000.0,1998,480,1920,2880,300,1500,没有限制
812,天河区,天河北商圈,天成大厦,高档楼盘,天河区龙口西路98号,1,出口,750*2800,560*1125,70000.0,2000,630,2520,3780,450,2250,没有限制
813,天河区,天河北商圈,天成大厦,高档楼盘,天河区龙口西路98号,1,混进混出,830*3700,410*780,70000.0,2000,630,2520,3780,450,2250,没有限制
814,天河区,天河北商圈,天成大厦,高档楼盘,天河区龙口西路98号,1,进口,830*3290,440*920,70000.0,2000,630,2520,3780,450,2250,没有限制
815,天河区,天河北商圈,远东大厦,写字楼、综合商业,天河区天河北路413号,1,进口,830*2552,480*845,90000.0,1998,430,1720,2580,350,1750,没有限制
816,天河区,天河北商圈,远东大厦,写字楼、综合商业,天河区天河北路413号,1,出口,830*2552,480*845,90000.0,1998,430,1720,2580,350,1750,没有限制
817,天河区,天河北商圈,远东大厦（大门）,住宅、写字楼,天河区天河北路413号,1,进口,830*3044,480*845,90000.0,1998,430,1720,2580,350,1750,没有限制
818,天河区,天河北商圈,远东大厦商业广场（出口）,住宅、写字楼,天河区天河北路413号,1,出口,830*3126,480*845,90000.0,1998,430,1720,2580,350,1750,没有限制
819,天河区,天河北商圈,远东大厦商业广场（进口）,住宅、写字楼,天河区天河北路414号,1,进口,830*2790,480*845,90000.0,1998,430,1720,2580,350,1750,没有限制
820,天河区,天河东商圈,嘉宝华庭,高档住宅,天河区天河东220号,1,进口,750*3000,440*920,80000.0,2008,680,2800,4200,500,3500,限制增城地产
821,天河区,天河东商圈,嘉宝华庭,高档住宅,天河区天河东220号,1,出口,750*3000,440*920,80000.0,2008,680,2800,4200,500,3500,限制增城地产
822,天河区,天河东商圈,朗润广场,高档楼盘、综合商业,天河区天河东220号,1,进口,830*3208,440*920,,/,850,3400,5100,680,3400,限制增城地产
823,天河区,天河东商圈,朗润广场,高档楼盘、综合商业,天河区天河东220号,1,出口,830*2790,440*920,,/,850,3400,5100,680,3400,限制增城地产
824,天河区,天河东商圈,越秀·天晖阁,高档住宅,天河区天河东路12号至24号,1,车库进口,830*2716,440*920,70000.0,2006,800,3200,4000,600,3600,限制地产
825,天河区,天河东商圈,越秀·天晖阁,高档住宅,天河区天河东路12号至25号,1,车库出口,830*2790,440*920,70000.0,2006,800,3200,4000,600,3600,限制地产
826,天河区,天河东商圈,越秀·天晖阁,高档住宅,天河区天河东路12号至25号,1,地面混进混出,750*2800,440*920,70000.0,2006,800,3200,4000,600,3600,限制地产
827,天河区,天河公园商圈,东方新世界,高档住宅,天河区中山大道西158号(天河公园旁),1,大门出口,830*3700,480*845,120000.0,2012,3500,14000,21000,3000,15000,没有限制
828,天河区,天河公园商圈,东方新世界,高档住宅,天河区中山大道西159号(天河公园旁),1,出口（车库）,830*2790,440*920,120000.0,2011,2500,10000,15000,2600,13000,没有限制
829,天河区,天河公园商圈,东方新世界,高档住宅,天河区中山大道西158号(天河公园旁),1,大门进口,830*3637,480*845,120000.0,2012,3500,14000,21000,3000,15000,没有限制
830,天河区,天河公园商圈,东方新世界,高档住宅,天河区中山大道西160号(天河公园旁),1,进口（车库）,830*2790,440*920,120000.0,2012,3500,14000,21000,3000,15000,没有限制
831,天河区,天河公园商圈,广海花园,高档住宅,天河区中山大道天河公园旁,1,出口,830*2716,440*920,50000.0,1999,1300,5200,7800,950,4750,没有限制
832,天河区,天河公园商圈,广海花园,高档住宅,天河区中山大道天河公园旁,1,进口,830*2224,440*920,50000.0,1999,1300,5200,7800,950,4750,没有限制
833,天河区,天河公园商圈,环宇花园,住宅,天河区中山大道100-124号,1,混进混出,830*3700,440*920,60000.0,2000,1500,6000,9000,850,4250,没有限制
834,天河区,天河公园商圈,环宇花园,住宅,天河区中山大道100-123号,1,大门出口,830*2790,440*920,60000.0,2000,1500,6000,9000,850,4250,没有限制
835,天河区,天河公园商圈,环宇花园,住宅,天河区中山大道100-122号,1,大门进口,830*2790,440*920,60000.0,2000,1500,6000,9000,850,4250,没有限制
836,天河区,天河公园商圈,吉祥花苑,住宅,天河区中山大道西荷光路108-114号,1,混进混出,830*2790,440*920,35000.0,1999,450,1800,2700,250,1250,没有限制
837,天河区,天河公园商圈,科韵大厦,住宅、商务,天河区科韵路102号,1,混进混出,750*2800,440*920,46000.0,20000,500,2000,3000,350,2400,没有限制
838,天河区,天河公园商圈,理想蓝堡国际花园1,高档楼盘,天河区天府路东方3路19号,1,出口,830*3536,410*780,110000.0,2005,1020,4080,6120,860,4300,没有限制
839,天河区,天河公园商圈,理想蓝堡国际花园2,高档楼盘,天河区天府路东方3路19号,1,进口,830*3208,410*780,110000.0,2005,1020,4080,6120,860,4300,没有限制
840,天河区,天河公园商圈,理想青年荟,高档楼盘、综合商业,天河区天府路东方三路35号,1,进口,830*3700,480*845,110000.0,2008,700,2800,4200,650,3250,没有限制
841,天河区,天河公园商圈,理想青年荟,高档楼盘、综合商业,天河区天府路东方三路35号,1,出口,830*3700,480*845,110000.0,2008,700,2800,4200,650,3250,没有限制
842,天河区,天河公园商圈,理想青年荟商业广场,综合商业,天河区天府路东方三路35号,1,出口,830*2552,440*920,110000.0,2008,700,2800,4200,650,3250,没有限制
843,天河区,天河公园商圈,理想青年荟商业广场,综合商业,天河区天府路东方三路35号,1,进口,830*2552,440*920,110000.0,2008,700,2800,4200,650,3250,没有限制
844,天河区,天河公园商圈,天河区不动产中心,商业,天河区东方三路29号天河区不动产中心门口,1,混进混出,750*2800,440*920,,/,500,2000,2500,500,30000,没有限制
845,天河区,天河公园商圈,新世界东逸花园,高档住宅,天河区天府路东方三路200号,1,出口,830*3700,480*845,78000.0,2006,2850,11400,17100,2000,10000,没有限制
846,天河区,天河公园商圈,新世界东逸花园,高档住宅,天河区天府路东方三路200号,1,进口,830*3700,480*845,78000.0,2006,2850,11400,17100,2000,10000,没有限制
847,天河区,天河公园商圈,新世界东逸花园,高档住宅,天河区天府路东方三路200号,1,进口,830*3536,480*845,78000.0,2006,2850,11400,17100,2000,10000,没有限制
848,天河区,天河公园商圈,新世界东逸花园,高档住宅,天河区天府路东方三路200号,1,出口,830*3700,480*845,78000.0,2006,2850,11400,17100,2000,10000,没有限制
849,天河区,天河公园商圈,珠光·公园御景,高端住宅,天河区天府路7号,1,进口,830*3618,480*845,105000.0,2015,550,2200,3300,550,2750,限制地产
850,天河区,天河公园商圈,珠光·公园御景,高端住宅,天河区天府路7号,1,出口,830*3700,480*845,105000.0,2015,550,2200,3300,550,2750,限制地产
851,天河区,天河客运站商圈,景晖苑,住宅,天河区元岗路180号,1,进口,830*3700,480*845,25000.0,1994,400,1600,2400,250,1000,没有限制
852,天河区,天河客运站商圈,景晖苑,住宅,天河区元岗路180号,1,出口,830*3700,480*845,25000.0,1994,400,1600,2400,250,1000,没有限制
853,天河区,天河客运站商圈,天鹅花苑,住宅,天河区长兴路129号,1,进口,750*2800,440*920,40000.0,1500,6000,7500,9000,1000,6000,没有限制
854,天河区,天河客运站商圈,天鹅花苑,住宅,天河区长兴路129号,1,出口,750*2800,440*920,40000.0,1500,6000,7500,9000,1000,6000,没有限制
855,天河区,天平架商圈,裕丰大厦（丽枫酒店天平架地铁站店）,综合商业,天河区沙太南路115号丽枫酒店,1,出口,830*3700,440*920,,/,800,3200,4800,600,3000,没有限制
856,天河区,天平架商圈,裕丰大厦（丽枫酒店天平架地铁站店）,综合商业,天河区沙太南路115号丽枫酒店,1,进口,830*3700,440*920,,/,800,3200,4800,600,3000,没有限制
857,天河区,员村商圈,广夏居（门口商业）,住宅,天河区员村黄埔大道中239号,1,混进混出,750*2800,480*845,50000.0,1998,350,1400,2100,250,1250,没有限制
858,天河区,员村商圈,广夏居小区,住宅,天河区员村黄埔大道中239号,1,混进混出,830*3700,440*920,50000.0,1998,350,1400,2100,250,1250,没有限制
859,天河区,粤垦商圈,福龙苑,住宅,天河区粤垦路102号,1,混进混出,750*2400,440*920,45000.0,1998,500,2500,3000,350,2300,没有限制
860,天河区,粤垦商圈,工商小区,住宅,天河区东莞庄路12、14、16、18号,1,混进混出,750*2800,440*920,50000.0,1998,800,3200,4000,500,3000,没有限制
861,天河区,粤垦商圈,广工大五山教室村,住宅,天河区东莞庄二横路与东莞庄一横路交叉口西南方向62米,1,进口,750*2800,440*920,65000.0,1990,1400,6400,7000,800,4800,没有限制
862,天河区,粤垦商圈,广工大五山教室村,住宅,天河区东莞庄二横路与东莞庄一横路交叉口西南方向62米,1,出口,750*2800,440*920,65000.0,1990,1400,6400,7000,800,4800,没有限制
863,天河区,粤垦商圈,广工大五山教室村,住宅,天河区东莞庄二横路与东莞庄一横路交叉口西南方向62米,1,混进混出,750*3000,440*920,65000.0,1990,1400,6400,7000,800,4800,没有限制
864,天河区,粤垦商圈,鸿燕居,住宅,天河区燕都路35号,1,进口,750*2800,440*920,40000.0,2007,750,3000,3750,450,2250,没有限制
865,天河区,粤垦商圈,鸿燕居,住宅,天河区燕都路35号,1,出口,750*2800,440*920,40000.0,2007,750,3000,3750,450,2250,没有限制
866,天河区,粤垦商圈,鸿燕居二期,住宅,天河区燕都路36号,1,出口,750*2800,440*920,40000.0,2007,750,3000,3750,450,2250,没有限制
867,天河区,粤垦商圈,鸿燕居二期,住宅,天河区燕都路35号,1,进口,750*2800,440*920,40000.0,2007,750,3000,3750,450,2250,没有限制
868,天河区,珠江新城商圈,保利·香槟花园（1号门）,高档住宅,天河区珠江新城华利路46-62号,1,进口,830*2224,480*845,138000.0,2005,800,3200,4800,750,3750,限制地产
869,天河区,珠江新城商圈,保利·香槟花园（1号门）,高档住宅,天河区珠江新城华利路46-62号,1,进口,830*2224,480*845,138000.0,2005,800,3200,4800,750,3750,限制地产
870,天河区,珠江新城商圈,保利·香槟花园（2号门）,高档住宅,天河区珠江新城华利路46-62号,1,出口,830*2060,480*845,138000.0,2005,800,3200,4800,750,3750,限制地产
871,天河区,珠江新城商圈,保利·香槟花园（2号门）,高档住宅,天河区珠江新城华利路46-62号,1,出口,830*2060,480*845,138000.0,2005,800,3200,4800,750,3750,限制地产
872,天河区,珠江新城商圈,碧海湾,高档住宅,天河区珠江新城临江大道39号,1,出口,830*3618,480*845,100000.0,2002,750,3000,4500,750,3000,没有限制
873,天河区,珠江新城商圈,碧海湾,高档住宅,天河区珠江新城临江大道39号,1,进口,830*3536,480*845,100000.0,2002,750,3000,4500,750,3000,没有限制
874,天河区,珠江新城商圈,碧海湾,高档住宅,天河区珠江新城临江大道39号,1,混进混出,830*3700,480*845,100000.0,2002,750,3000,4500,750,3000,没有限制
875,天河区,珠江新城商圈,碧海湾,高档住宅,天河区珠江新城临江大道39号,1,出口,830*3700,480*845,100000.0,2002,750,3000,4500,750,3000,没有限制
876,天河区,珠江新城商圈,临江上品,高档住宅,天河区临江大道中681-683号,1,出口,830*3044,410*780,50000.0,2013,650,2600,3900,600,3000,没有限制
877,天河区,珠江新城商圈,临江上品,高档住宅,天河区临江大道中681-683号,1,进口,830*3700,410*780,50000.0,2013,650,2600,3900,600,3000,没有限制
878,天河区,珠江新城商圈,临江上品商业广场,商业广场,天河区临江大681号、683号,1,出口,750*2800,440*920,,2013,650,2600,3900,600,3000,没有限制
879,天河区,珠江新城商圈,临江上品商业广场,商业广场,天河区临江大681号、683号,1,进口,750*2800,440*920,,2013,650,2600,3900,600,3000,没有限制
880,天河区,珠江新城商圈,临江上品商业广场,商业广场,天河区临江大681号、683号,1,出口,750*2800,440*920,,2013,650,2600,3900,600,3000,没有限制
881,天河区,珠江新城商圈,美林花园（公交车总站）,综合商业,天河区员村美林花园公交车总站,1,混进混出,750*2400,560*1125,,/,1500,6000,9000,300,2000,没有限制
882,天河区,珠江新城商圈,润德大厦,高档楼盘、综合商业,天河区珠江新城华穗路28号,1,对开出口1,830*2790,440*920,100000.0,2005,550,2750,4125,500,2500,没有限制
883,天河区,珠江新城商圈,润德大厦,高档楼盘、综合商业,天河区珠江新城华穗路28号,1,进口,830*3290,480*845,100000.0,2005,550,2750,4125,500,2500,没有限制
884,天河区,珠江新城商圈,润德大厦,高档楼盘、综合商业,天河区珠江新城华穗路28号,1,对开出口2,830*2790,440*920,100000.0,2005,550,2750,4125,500,2500,没有限制
885,天河区,珠江新城商圈,润德大厦（商业广场门口）,高档楼盘、综合商业,天河区珠江新城华穗路28号,1,出口,830*3290,480*845,100000.0,2005,550,2750,4125,500,2500,没有限制
886,天河区,珠江新城商圈,润德大厦（商业广场门口）,高档楼盘、综合商业,天河区珠江新城华穗路28号,1,进口,830*3372,480*845,100000.0,2005,550,2750,4125,500,2500,没有限制
887,天河区,珠江新城商圈,太阳新天地裕景花园,高档住宅,天河区珠江新城平川路614号,1,出口,750*2800,440*920,75000.0,2009,780,3900,4500,750,4500,没有限制
888,天河区,珠江新城商圈,太阳新天地裕景花园,高档住宅,天河区珠江新城平川路613号,1,进口,750*2800,440*920,75000.0,2009,780,3900,4500,750,4500,没有限制
889,天河区,珠江新城商圈,誉城苑（北区）,高档住宅,天河区珠江新城海清路1号,1,混进混出,830*3126,480*845,75000.0,2002,1600,6400,9600,1200,6000,没有限制
890,天河区,珠江新城商圈,誉城苑（南区）,高档住宅,天河区珠江新城海清路1号,1,混进混出,830*2962,480*845,75000.0,2002,1600,6400,9600,1200,6000,没有限制
891,天河区,珠江新城商圈,越秀·财富世纪广场,商住楼、写字楼,天河区珠江新城海安路13号,1,车库进口1,830*3044,440*920,80000.0,2000,550,2200,3300,400,2500,限制地产
892,天河区,珠江新城商圈,越秀·财富世纪广场,商住楼、写字楼,天河区珠江新城海安路13号,1,车库进口2,830*2790,440*920,70000.0,2009,600,3000,3600,600,4200,限制地产
893,天河区,珠江新城商圈,越秀·财富世纪广场,商住楼、写字楼,天河区珠江新城海安路13号,1,出口,830*2790,440*920,70000.0,2009,600,3000,3600,600,4200,限制地产
894,天河区,珠江新城商圈,越秀·财富世纪广场,商住楼、写字楼,天河区珠江新城海安路13号,1,地面进口,750*2400,440*920,70000.0,2009,600,3000,3600,600,4200,限制地产
895,天河区,珠江新城商圈,越秀·星汇国际,商住楼、写字楼,天河区珠江新城金穗路8号,1,进口,750*2800,440*920,150000.0,2017,350,1500,2300,400,2400,限制地产
896,天河区,珠江新城商圈,越秀·星汇国际,商住楼、写字楼,天河区珠江新城金穗路8号,1,出口,750*2800,440*920,80000.0,2000,550,2200,3300,400,2500,限制地产
897,天河区,珠江新城商圈,越秀·星汇雅苑,高档住宅,天河区珠江新城潭村路16号,1,进口,750*2800,440*920,120000.0,2006,800,3200,4000,700,4200,限制地产
898,天河区,珠江新城商圈,越秀·星汇雅苑,高档住宅,天河区珠江新城潭村路16号,1,出口,750*2800,440*920,120000.0,2006,800,3200,4000,700,4200,限制地产
899,天河区,珠江新城商圈,越秀·星汇御府,高档住宅,天河区珠江新城海业路6号海业路,1,混进混出,830*3618,440*920,150000.0,2017,350,1500,2300,400,2400,限制地产
900,天河区,珠江新城商圈,越秀·星汇园,高档住宅,天河区珠江新城华明路29-43号,1,进口,830*3126,440*920,130000.0,2002,1600,6400,8000,1500,9000,限制地产
901,天河区,珠江新城商圈,越秀·星汇园,高档住宅,天河区珠江新城华明路29-43号,1,出口,830*3126,440*920,130000.0,2002,1600,6400,8000,1500,9000,限制地产
902,天河区,珠江新城商圈,越秀·星汇云锦,高档住宅,天河区珠江新城华明路6号,1,对开出口2,830*2060,440*920,132000.0,2010,950,3800,5700,1000,6000,限制地产
903,天河区,珠江新城商圈,越秀·星汇云锦,高档住宅,天河区珠江新城华明路4号,1,进口1,830*2880,440*920,132000.0,2010,950,3800,5700,1000,6000,限制地产
904,天河区,珠江新城商圈,越秀·星汇云锦,高档住宅,天河区珠江新城华明路4号,1,进口2,830*3044,440*920,132000.0,2010,950,3800,5700,1000,6000,限制地产
905,天河区,珠江新城商圈,越秀·星汇云锦,高档住宅,天河区珠江新城华明路5号,1,对开出口1,830*2060,440*920,132000.0,2010,950,3800,5700,1000,6000,限制地产
906,天河区,珠江新城商圈,珠光·NT空间,商务楼,天河区珠江新城花城大道770号,1,进口,830*3126,440*920,,/,900,3600,5400,800,4000,没有限制
907,天河区,珠江新城商圈,珠光·NT空间,商务楼,天河区珠江新城花城大道770号,1,出口,830*3290,440*920,,/,900,3600,5400,800,4000,没有限制
908,天河区,珠江新城商圈,珠光·和御（B区）,高端住宅,天河区珠江新城平江路与平苑街交叉口北100米,1,出口,830*2790,440*920,130000.0,2017,1250,5000,7500,1300,6500,限制地产
909,天河区,珠江新城商圈,珠光·和御（B区）,高端住宅,天河区珠江新城平江路与平苑街交叉口北100米,1,进口,830*2790,440*920,130000.0,2017,1250,5000,7500,1300,6500,限制地产
910,天河区,珠江新城商圈,珠光·和御（D区）,高端住宅,天河区珠江新城平江路与平苑街交叉口北100米,1,出口,830*2388,440*920,130000.0,2017,1250,5000,7500,1300,6500,限制地产
911,天河区,珠江新城商圈,珠光·和御（D区）,高端住宅,天河区珠江新城平江路与平苑街交叉口北100米,1,进口,830*2388,440*920,130000.0,2017,1250,5000,7500,1300,6500,限制地产
912,天河区,珠江新城商圈,珠光·新城御景二期（北区）,高端住宅,天河区珠江新城花城大道776号,1,A4出口,830*2552,440*920,90000.0,2010,3500,14000,21000,2800,14000,限制地产
913,天河区,珠江新城商圈,珠光·新城御景二期（北区）,高端住宅,天河区珠江新城花城大道776号,1,A4进口,830*2880,440*920,90000.0,2010,3500,14000,21000,2800,14000,限制地产
914,天河区,珠江新城商圈,珠光·新城御景二期（回迁房）,高端住宅,天河区珠江新城花城大道776号,1,A1进口,830*2790,440*920,90000.0,2010,3500,14000,21000,2800,14000,限制地产
915,天河区,珠江新城商圈,珠光·新城御景二期（回迁房）,高端住宅,天河区珠江新城花城大道776号,1,A1出口,830*2790,440*920,90000.0,2010,3500,14000,21000,2800,14000,限制地产
916,天河区,珠江新城商圈,珠光·新城御景一期（5号楼）,高端住宅,天河区珠江新城花城大道平苑街1号,1,出口,830*2306,440*920,95000.0,2009,1250,5000,7500,1300,6500,限制地产
917,天河区,珠江新城商圈,珠光·新城御景一期（8号楼）,高端住宅,天河区珠江新城花城大道平苑街1号,1,进口,830*2388,440*920,95000.0,2009,1250,5000,7500,1300,6500,限制地产
918,天河区,珠江新城商圈,珠光·新城御景一期（西门）,高端住宅,天河区珠江新城花城大道平苑街1号,1,出口,830*2306,440*920,95000.0,2009,1250,5000,7500,1300,6500,限制地产
919,天河区,珠江新城商圈,珠光·新城御景一期（西门）,高端住宅,天河区珠江新城花城大道平苑街1号,1,进口,830*2306,440*920,95000.0,2009,1250,5000,7500,1300,6500,限制地产
920,天河区,珠江新城商圈,珠光·星御国际公寓,高端公寓,天河区珠江新城花城大道770号,1,进口,830*2790,440*920,,/,900,3600,5400,800,4000,限制地产
921,天河区,珠江新城商圈,珠光·星御国际公寓,高端公寓,天河区珠江新城花城大道770号,1,出口,830*2790,440*920,,/,900,3600,5400,800,4000,限制地产
922,越秀区,北京路商圈,保利·北京大厦,商场,北京南路68号北京大厦,1,混进混出,830*3044,410*780,60000.0,2002,550,2200,3300,300,1500,限制地产
923,越秀区,大德路商圈,幸福立方,高档住宅,越秀区大德路25号,1,出口,830*2634,410*780,55000.0,2010,850,3400,5100,400,2000,没有限制
924,越秀区,大德路商圈,幸福立方,高档住宅,越秀区大德路25号,1,进口,830*2142,410*780,55000.0,2010,850,3400,5100,400,2000,没有限制
925,越秀区,大沙头商圈,东山华庭,高档住宅,越秀区大沙头路东船上街14-42号,1,进口,830*2388,410*780,72000.0,2007,400,2000,3000,250,1250,没有限制
926,越秀区,大沙头商圈,东山华庭,高档住宅,越秀区大沙头路东船上街14-42号,1,出口,830*2306,410*780,72000.0,2007,400,2000,3000,250,1250,没有限制
927,越秀区,大沙头商圈,东山华庭（北门地面）,高档住宅,越秀区大沙头路东船上街14-42号,1,出口,830*2716,480*845,72000.0,2007,400,2000,3000,250,1250,没有限制
928,越秀区,大沙头商圈,东山华庭（北门地面）,高档住宅,越秀区大沙头路东船上街14-42号,1,进口,830*2716,480*845,72000.0,2007,400,2000,3000,250,1250,没有限制
929,越秀区,东风中路商圈,恒鑫御园,高档住宅,越秀区解放北路680号,1,进口,830*3044,480*845,75000.0,2000,650,2600,3900,350,1750,没有限制
930,越秀区,东风中路商圈,恒鑫御园,高档住宅,越秀区解放北路680号,1,出口,830*3700,480*845,75000.0,2000,650,2600,3900,350,1750,没有限制
931,越秀区,东风中路商圈,泰峰大厦,写字楼,越秀区盘福路22-2号,1,进口,830*3700,440*920,,/,800,3200,4800,650,2600,没有限制
932,越秀区,东风中路商圈,泰峰大厦,写字楼,越秀区盘福路22-2号,1,出口,830*3700,480*845,,/,800,3200,4800,650,2600,没有限制
933,越秀区,东风中路商圈,越秀城市广场,写字楼,越秀区东风中路437-445号,1,进口,830*2880,440*920,,/,1000,4000,5000,800,4800,限制地产
